WELL_ID,LAT_DD,LONG_DD,FUNC,STATUS,COD_FCN,COD_QTY,COD_RESRCE,ADM1,ADM2,ACTIVITY,COUNTRY,WATERSRC,WATERTECH,INSTALLED,MGMT,PAY,SOURCE,RPT_DATE,RPT_YEAR,BKDWN_YEAR
478700,-0.6317079,29.8535527,No,Non-Functional - low yeilding,0,1,0,RUKUNGIRI,RUJUMBURA,102-01373,UG,Not recorded,Protected spring,1994,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
478520,-0.7565662,29.9886861,No,Non-Functional - dry,0,1,1,RUKUNGIRI,RUJUMBURA,102-01172,UG,Not recorded,Protected spring,1993,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478269,-0.9179895,29.96049,No,Non-Functional - LOW PRESSURE,0,1,0,RUKUNGIRI,RUBABO,102-00913,UG,Not recorded,Public Stand Post,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478236,-0.9867264,29.9632595,No,Non-Functional - dried up,0,1,1,RUKUNGIRI,RUBABO,102-00864,UG,Not recorded,Protected spring,1982,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
472204,-1.0114464,30.0564209,No,Non-Functional - DRY YIELDING,0,1,1,RUKUNGIRI,RUBABO,102-00832,UG,Not recorded,Deep borehole,1991,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478192,-0.9990793,29.9907996,No,Non-Functional -  THE  SOURCE DRIED,0,0,1,RUKUNGIRI,RUBABO,102-00786,UG,Not recorded,Deep borehole,1986,Institutional Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478177,-0.9535784,29.8871484,No,Non-Functional - dry,0,1,1,RUKUNGIRI,RUBABO,102-00689,UG,Not recorded,Protected spring,1990,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478159,-0.9296282,29.8938071,No,Non-Functional - low yielding,0,1,0,RUKUNGIRI,RUBABO,102-00671,UG,Not recorded,Protected spring,1996,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478136,-0.9622539,29.948688,No,Decommissioned - low yield,0,1,0,RUKUNGIRI,RUBABO,102-00648,UG,Not recorded,Protected spring,1990,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478124,-0.9380921,29.8642543,No,Non-Functional - community lost interest since water dried up,0,0,1,RUKUNGIRI,RUBABO,102-00636,UG,Not recorded,Protected spring,1992,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
478046,-0.9614793,29.9251071,Yes,Functional - low yielding,2,1,0,RUKUNGIRI,RUBABO,102-00557,UG,Not recorded,Yard tap for public use,2001,Community Management,Yes,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
472091,-0.8197482,30.0004357,No,Non-Functional - the spring leaked,0,1,0,RUKUNGIRI,RUBABO,102-00412,UG,Not recorded,Protected spring,0,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
472074,-0.7990338,30.0408402,No,Non-Functional - low yielding leading to drying,0,1,0,RUKUNGIRI,RUBABO,102-00393,UG,Not recorded,Protected spring,2005,Private Operator/Delegated Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
472056,-0.7979483,30.0391446,No,"Non-Functional - low yielding,little water",0,1,0,RUKUNGIRI,RUBABO,102-00375,UG,Not recorded,Protected spring,1993,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
472011,-0.8622462,30.0440333,Yes,Functional - low yielding,2,1,0,RUKUNGIRI,RUBABO,102-00328,UG,Not recorded,Shallow well,2005,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
477916,-0.843854,29.9984068,No,Non-Functional - Low yielding! the quantity,0,1,0,RUKUNGIRI,RUBABO,102-00261,UG,Not recorded,Protected spring,1997,Community Management,Yes,"Ministry of Water and Environment, Uganda",2009-01-06,2009.0,2009.0
477904,-0.8247365,29.9982128,Yes,Functional - Trees near the source,2,1,0,RUKUNGIRI,RUBABO,102-00243,UG,Not recorded,Protected spring,2004,Community Management,Yes,"Ministry of Water and Environment, Uganda",2008-01-11,2008.0,2008.0
477821,-0.8381641,29.9484626,No,Non-Functional - THE SOURCE DRIED UP,0,1,1,RUKUNGIRI,RUBABO,102-00139,UG,Not recorded,Protected spring,1998,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
477820,-0.8330487,29.9504155,No,Non-Functional - WATER ESCAPED,0,1,0,RUKUNGIRI,RUBABO,102-00138,UG,Not recorded,Protected spring,1986,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
477699,-0.8884687,29.9304329,No,Non-Functional - LOW YIELDING,0,1,0,RUKUNGIRI,RUBABO,102-00013,UG,Not recorded,Public Stand Post,2001,Community Management,Yes,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
477692,-0.8865158,29.932047,No,Non-Functional - IT IS SILTED BY WATER RUN OFFS SINCE IT IS IN A VALLEY.,0,1,0,RUKUNGIRI,RUBABO,102-00006,UG,Not recorded,Protected spring,1998,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
488218,0.120016,34.03247,Yes,Functional ( in use),1,1,0,,,1005115,KE,Tube well or borehole,Hand Pump|Afridev,1993,0,20 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488310,0.143414,34.036696,Yes,Functional ( in use),1,1,0,,,1005035,KE,Tube well or borehole,Hand Pump|Afridev,1982,Community Management,20 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488321,0.121087,34.05222,Yes,Functional ( in use),1,1,0,,,1004359,KE,Protected dug well,Hand Pump|Afridev,2012,Community Management,20 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488348,0.08415,33.975213,Yes,Functional ( in use),1,1,0,,,1004223,KE,Public tap/standpipe (stand alone or water kiosk,Submersible pump|Electricity,2008,Institutional Management,2 KES/20L Jerrican,Virtual Kenya,2012-05-05,2012.0,2012.0
488044,0.210449,34.087907,Yes,Functional ( in use),1,1,0,,,1004106,KE,Tube well or borehole,Hand Pump|Afridev,1992,Community Management,20 KES/month,Virtual Kenya,2012-04-19,2012.0,2012.0
488034,0.194319,34.09753,Yes,Functional ( in use),1,1,0,,,1004102,KE,Tube well or borehole,Hand Pump|Afridev,1990,Community Management,10 KES/month,Virtual Kenya,2012-04-19,2012.0,2012.0
488213,0.301612,34.117451,Yes,Functional ( in use),1,1,0,,,1003462,KE,Protected Spring,Gravity,2000,0,None,Virtual Kenya,2012-01-05,2012.0,2012.0
488284,0.116341,34.021958,Yes,Functional ( in use),1,1,0,,,1003450,KE,Protected dug well,Hand Pump|Afridev,1989,0,20 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488179,0.32734,34.134746,Yes,Functional ( in use),1,1,0,,,1003288,KE,Protected Spring,Gravity,2004,0,None,Virtual Kenya,2012-01-05,2012.0,2012.0
488162,0.328423,34.113126,Yes,Functional ( in use),1,1,0,,,1003209,KE,Tube well or borehole,Hand Pump|Afridev,1987,Community Management,20 KES/month,Virtual Kenya,2012-04-20,2012.0,2012.0
488057,0.300533,34.08307,Yes,Functional ( in use),1,1,0,,,1003170,KE,Tube well or borehole,Hand Pump|Afridev,1990,Community Management,10 KES/month,Virtual Kenya,2012-04-20,2012.0,2012.0
488048,0.217729,34.07537,Yes,Functional ( in use),1,1,0,,,1003168,KE,Tube well or borehole,Hand Pump|Afridev,1992,Community Management,20 KES/month,Virtual Kenya,2012-04-19,2012.0,2012.0
487995,0.177252,34.041927,No,Non- Functional|Dry/Low yield,0,0,1,,,1003075,KE,Tube well or borehole,Hand Pump|Afridev,2000,0,None,Virtual Kenya,2012-04-18,2012.0,2012.0
487971,0.172006,34.072737,Yes,Functional ( in use),1,1,0,,,1003040,KE,Sand/Sub-surface dam,Gravity,2011,Community Management,None,Virtual Kenya,2012-04-18,2012.0,2012.0
488077,0.307242,34.062035,Yes,Functional ( in use),1,1,0,,,1002172,KE,Tube well or borehole,Hand Pump|Afridev,2010,Community Management,20 KES/month,Virtual Kenya,2012-04-20,2012.0,2012.0
488071,0.291056,34.056565,Yes,Functional (but in bad state)|well dries up daily,2,0,1,,,1002170,KE,Protected dug well,Hand Pump|Afridev,2011,Community Management,20 KES/month,Virtual Kenya,2012-04-20,2012.0,2012.0
488001,0.205946,34.028942,Yes,Functional ( in use),1,1,0,,,1002076,KE,Tube well or borehole,Hand Pump|Afridev,1992,Community Management,30 KES/month,Virtual Kenya,2012-04-19,2012.0,2012.0
487993,0.169733,34.039461,Yes,Functional ( in use),1,1,0,,,1002059,KE,Public tap/standpipe (stand alone or water kiosk,Submersible pump|Diesel,2010,Community Management,3 KES/20L Jerrican,Virtual Kenya,2012-04-18,2012.0,2012.0
488226,0.125528,34.066252,Yes,Functional ( in use),1,1,0,,,1001379,KE,Protected dug well,Hand Pump|Afridev,1985,0,10 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488344,0.084447,33.981834,Yes,Functional ( in use),1,1,0,,,1001291,KE,Protected dug well,Hand Pump|nira 85,1989,0,After System Breakdown,Virtual Kenya,2012-05-05,2012.0,2012.0
488309,0.132225,34.035777,Yes,Functional ( in use),1,1,0,,,1001259,KE,Tube well or borehole,Hand Pump|India Mark II,1989,Community Management,20 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488291,0.121323,34.014111,Yes,Functional ( in use),1,1,0,,,1000500,KE,Protected dug well,Hand Pump|nira,1989,0,After System Breakdown,Virtual Kenya,2012-05-05,2012.0,2012.0
488305,0.138049,34.04385,Yes,Functional ( in use),1,1,0,,,1000364,KE,Protected dug well,Hand Pump|Afridev,2011,0,None,Virtual Kenya,2012-05-05,2012.0,2012.0
488198,0.307915,34.145515,Yes,Functional ( in use),1,1,0,,,1000338,KE,Tube well or borehole,Hand Pump|Afridev,1993,0,150 KES/year,Virtual Kenya,2012-01-05,2012.0,2012.0
488228,0.122168,34.070043,Yes,Functional ( in use),1,1,0,,,1000230,KE,Protected dug well,Hand Pump|nira 85,1990,0,10 KES/month,Virtual Kenya,2012-05-05,2012.0,2012.0
488064,0.291525,34.088666,Yes,Functional ( in use),1,1,0,,,1000169,KE,Tube well or borehole,Hand Pump|Afridev,2007,Community Management,20 KES/month,Virtual Kenya,2012-04-20,2012.0,2012.0
456893,-0.5574752,31.5373632,No,Non-Functional - NO WATER DURING THE DRY SEASON,0,0,1,RAKAI,Kyotera,100-01405,UG,Not recorded,Shallow well,2004,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456885,-0.576662,31.4496559,No,Non-Functional - WATER SMELLS BAD,0,1,0,RAKAI,Kyotera,100-01396,UG,Not recorded,Valley Tank,2000,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456816,-0.5111985,31.5914774,No,Non-Functional - IT JUST STOPED,0,1,0,RAKAI,Kyotera,100-01334,UG,Not recorded,Deep borehole,2004,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456792,-0.5848734,31.514159,No,Non-Functional - SOURCE DRIED UP DURING THE DRY SEASON,0,1,1,RAKAI,Kyotera,100-01300,UG,Not recorded,Shallow well,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456788,-0.5948679,31.5162676,No,Non-Functional - LONG DROUGHT,0,0,1,RAKAI,Kyotera,100-01295,UG,Not recorded,Shallow well,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456781,-0.5828837,31.5141595,No,Non-Functional - SOURCE DRIED UP DURING THE DRY SEASON,0,1,1,RAKAI,Kyotera,100-01287,UG,Not recorded,Shallow well,2006,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456779,-0.6123624,31.5267655,No,Non-Functional - SOURCE DRIED UP DURING THE DRY SEASON,0,1,1,RAKAI,Kyotera,100-01285,UG,Not recorded,Shallow well,2006,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456778,-0.6123624,31.5267655,No,Non-Functional - SOURCE DRIED UP,0,1,1,RAKAI,Kyotera,100-01284,UG,Not recorded,Shallow well,2008,Community Management,Yes,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456772,-0.6667394,31.5358062,No,Non-Functional - WATER SOURCE DRIED UP,0,0,1,RAKAI,Kyotera,100-01278,UG,Not recorded,Shallow well,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456771,-0.5948679,31.5162676,No,Non-Functional - SOURCE DRIED UP DURING THE DRY SEASON,0,1,1,RAKAI,Kyotera,100-01277,UG,Not recorded,Shallow well,2005,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456761,-0.5837266,31.5209963,No,Non-Functional - SOURCE DRIED UP DURING THE DRY SEASON,0,1,1,RAKAI,Kyotera,100-01266,UG,Not recorded,Shallow well,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456760,-0.6546089,31.528793,No,Non-Functional - WATER SOURCE DRIED UP DURING DROUGHT,0,0,1,RAKAI,Kyotera,100-01265,UG,Not recorded,Shallow well,2007,Community Management,Yes,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456759,-0.6409883,31.529309,No,Non-Functional - SOURCE DRIED UP AND WATER FAILED TO TURN UP,0,1,1,RAKAI,Kyotera,100-01264,UG,Not recorded,Shallow well,2006,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456724,-0.6270553,31.4812475,No,Non-Functional - WELL DRIED UP DURING DROUGHT,0,0,1,RAKAI,Kyotera,100-01225,UG,Not recorded,Shallow well,2006,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456704,-0.5443078,31.6182346,No,Non-Functional - DRIED UP,0,1,1,RAKAI,Kyotera,100-01154,UG,Not recorded,Shallow well,2002,Institutional Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
456622,-0.723179,31.602347,No,Non-Functional - LOW YIELD AND NO WSC IN PLACE,0,1,0,RAKAI,Kyotera,100-01108,UG,Not recorded,Deep borehole,2008,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-02,2010.0,2010.0
456618,-0.6940253,31.5920863,No,Non-Functional - LOW YIELD,0,1,0,RAKAI,Kyotera,100-01102,UG,Not recorded,Deep borehole,2010,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456609,-0.687723,31.5982426,No,Non-Functional - LOW YIELD,0,1,0,RAKAI,Kyotera,100-01068,UG,Not recorded,Deep borehole,2007,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-02,2010.0,2010.0
456511,-0.6256754,31.4636121,Yes,Functional (not in use)  - IT DRIED UP,2,0,1,RAKAI,Kooki,100-00967,UG,Not recorded,Protected spring,1999,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
487985,0.181925,34.049077,Yes,Functional (but in bad state)|muddy water,2,1,0,,,1000087,KE,Sand/Sub-surface dam,Gravity,2011,Community Management,None,Virtual Kenya,2012-04-18,2012.0,2012.0
456030,-0.6097352,31.1885725,No,Non-Functional - UNCOMPLETED BOREHOLE,0,1,0,RAKAI,Kooki,100-00571,UG,Not recorded,Deep borehole,2002,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
456051,-0.5438279,31.1764848,No,Non-Functional - BECAUSE OF TECHNICAL BREAKDOWN AND UNTRAINED WSC,0,1,0,RAKAI,Kooki,100-00546,UG,Not recorded,Deep borehole,2004,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455800,-0.7855761,31.4455282,Yes,Functional - OPERATES ONLY DURING THE RAINY SEASON,2,0,1,RAKAI,KAKUUTO,100-00355,UG,Not recorded,Deep borehole,1998,Private Operator/Delegated Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455679,-0.9450242,31.3363927,No,Non-Functional - THE SOURCE DRIED UP,0,1,1,RAKAI,KAKUUTO,100-00226,UG,Not recorded,Deep borehole,0,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455575,-0.7687703,31.5676603,No,Non-Functional - DRIED UP,0,1,1,RAKAI,KAKUUTO,100-00136,UG,Not recorded,Shallow well,2002,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455574,-0.7539366,31.5653202,No,Non-Functional - THE SOURCE DRIED UP AND WAS TOTALLY ABANDONED,0,1,1,RAKAI,KAKUUTO,100-00134,UG,Not recorded,Shallow well,1999,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455573,-0.7580866,31.5611051,No,"Non-Functional - THE SOURCE DRIED OF, IT HAS A TECHNICAL BREAK DOWN",0,1,0,RAKAI,KAKUUTO,100-00133,UG,Not recorded,Shallow well,1996,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
455625,-0.8048056,31.4988345,No,Non-Functional - DRIED UP,0,1,1,RAKAI,KAKUUTO,100-00092,UG,Not recorded,Protected spring,1999,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421743,1.163388,33.763459,No,Decommissioned - seasonal,0,0,1,PALLISA,PALLISA,099-00771,UG,Not recorded,Protected spring,2005,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421405,1.2813211,33.7520952,No,Decommissioned - dry hole due to lower water table in the area,0,0,1,PALLISA,PALLISA,099-00534,UG,Not recorded,Shallow well,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421527,1.2941691,33.8042215,No,Decommissioned - dry completely even in wet season,0,1,1,PALLISA,PALLISA,099-00528,UG,Not recorded,Shallow well,2002,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421523,1.2951363,33.8068374,No,Decommissioned - totally seasonal spring,0,0,1,PALLISA,PALLISA,099-00524,UG,Not recorded,Protected spring,2006,Community Management,Water Committee Collects Fees,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421511,1.2583572,33.7957437,No,Non-Functional - has no compression to pump out water,0,1,0,PALLISA,PALLISA,099-00511,UG,Not recorded,Deep borehole,2005,Community Management,Water Committee Collects Fees,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421386,1.2537575,33.7165661,No,Decommissioned - The water source dried after sometime. The community used it for a short period,0,0,1,PALLISA,PALLISA,099-00419,UG,Not recorded,Shallow well,0,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421462,1.2861631,33.680451,No,Decommissioned - the source is a dry hole,0,1,1,PALLISA,PALLISA,099-00398,UG,Not recorded,Deep borehole,1999,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421359,1.1570913,33.8882325,No,Decommissioned - it is seasonal,0,0,1,PALLISA,BUTEBO,099-00375,UG,Not recorded,Protected spring,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421348,1.1732546,33.9498466,No,Decommissioned - it is seasonal,0,0,1,PALLISA,BUTEBO,099-00364,UG,Not recorded,Protected spring,2009,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421338,1.1651531,33.965338,No,Decommissioned - low yied,0,1,0,PALLISA,BUTEBO,099-00354,UG,Not recorded,Shallow well,2009,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421337,1.1765594,33.9673641,Yes,Functional - it is seasonal,2,0,1,PALLISA,BUTEBO,099-00353,UG,Not recorded,Protected spring,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421323,1.1868834,33.8790206,No,Decommissioned - dry hole,0,1,1,PALLISA,BUTEBO,099-00339,UG,Not recorded,Shallow well,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421321,1.193241,33.8564277,No,Decommissioned - best known to owner,0,1,0,PALLISA,BUTEBO,099-00337,UG,Not recorded,Deep borehole,2007,Private Operator/Delegated Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421302,1.1562436,33.908436,Yes,Functional - its a seasonal source,2,0,1,PALLISA,BUTEBO,099-00318,UG,Not recorded,Protected spring,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421294,1.1589459,33.8877747,No,Decommissioned - its a seasonal spring,0,0,1,PALLISA,BUTEBO,099-00311,UG,Not recorded,Protected spring,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421283,1.2281705,33.8216108,No,Non-Functional - LOW YIELD,0,1,0,PALLISA,BUTEBO,099-00299,UG,Not recorded,Deep borehole,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421278,1.2491032,33.8516099,No,Decommissioned - DRY SOURCE,0,0,1,PALLISA,BUTEBO,099-00294,UG,Not recorded,Protected spring,0,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421273,1.2660472,33.8226112,Yes,Functional (not in use) - FEW PIPES,2,1,0,PALLISA,BUTEBO,099-00260,UG,Not recorded,Deep borehole,2009,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421212,1.1944973,34.0177263,Yes,"Functional - Salty water, co loured, giltering particles.",2,1,0,PALLISA,BUTEBO,099-00244,UG,Not recorded,Deep borehole,2009,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421088,1.1504019,34.1290228,Yes,"Functional - WATER QUALITY NO FLOW CAPACITY , ANIMALS POLUTING",2,1,0,PALLISA,BUTEBO,099-00103,UG,Not recorded,Protected spring,1980,Private Operator/Delegated Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
421044,1.2583212,33.9053781,No,Non-Functional - the spring is dry,0,1,1,PALLISA,BUTEBO,099-00062,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421031,1.2084404,33.9590258,Yes,Functional (not in use)  - the spring is presently dry,2,0,1,PALLISA,BUTEBO,099-00048,UG,Not recorded,Protected spring,2005,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421030,1.202406,33.9609111,No,Decommissioned - dry spring,0,1,1,PALLISA,BUTEBO,099-00047,UG,Not recorded,Protected spring,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421011,1.2111303,33.8694565,No,Decommissioned - spring is dry now,0,0,1,PALLISA,BUTEBO,099-00026,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
421010,1.1964532,33.8823311,No,Non-Functional - Dry/low yielding,0,1,1,PALLISA,BUTEBO,099-00025,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
401898,3.02777,32.9220847,No,Non-Functional - LOW YIELD,0,1,0,PADER,ARUU,098-00570,UG,Not recorded,Deep borehole,2008,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-01,2010.0,2010.0
392168,2.8360419,33.3411636,No,"Non-Functional - TECHNICAL BREAK DOWN ,UNRELIABILITY OF THE WATER SOURCE.",0,0,1,AGAGO,AGAGO,098-00462,UG,Not recorded,Deep borehole,2007,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
391939,2.8060783,33.3712867,Yes,Functional - LOW YIELD AND FREQUENT BREAK DOWNS,2,1,0,AGAGO,AGAGO,098-00427,UG,Not recorded,Deep borehole,2000,Community Management,Water Committee Collects Fees,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
401804,2.9485762,33.1303443,No,Non-Functional - LITTLE`WATER UNDER GROUND,0,0,1,PADER,ARUU,098-00230,UG,Not recorded,Deep borehole,2007,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-02,2010.0,2010.0
401322,2.3675848,32.3832407,No,Non-Functional - DRY UP,0,0,1,OYAM,OYAM,097-00599,UG,Not recorded,Protected spring,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
401288,2.4388549,32.3849267,No,Non-Functional - DRY UP DURING DRY SEASON,0,0,1,OYAM,OYAM,097-00565,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
401107,2.4475628,32.5572755,Yes,Functional - WATER DRIED UP,2,0,1,OYAM,OYAM,097-00361,UG,Not recorded,Protected spring,2007,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-01,2010.0,2010.0
401103,2.4554977,32.5596835,Yes,Functional - WATER LEVEL LOW AND DOWN,2,0,1,OYAM,OYAM,097-00357,UG,Not recorded,Protected spring,1997,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-01,2010.0,2010.0
400910,2.2203839,32.4204087,Yes,Functional - IT IS A PLASTIC PIPE WHICH KEEP ON PUNCHING SO THE SOURCE IS NOT FUNCTIONING,2,1,0,OYAM,OYAM,097-00141,UG,Not recorded,Deep borehole,2008,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-12,2009.0,2009.0
400670,2.6004604,33.1517435,No,Non-Functional - THIS STAND POST IS A BIT FAR FROM THE TANK SO WATER GOES AT LO PRESSURE,0,1,0,OTUKE,OTUKE,096-00172,UG,Not recorded,Yard tap for public use,2005,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
471103,-0.9414049,30.4187212,No,Non-Functional - low levels,0,1,1,NTUNGAMO,RUHAAMA,094-01411,UG,Not recorded,Shallow well,2008,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-04,2010.0,2010.0
470538,-0.9307544,30.4383566,No,Non-Functional - low yield,0,1,0,NTUNGAMO,RUHAAMA,094-01394,UG,Not recorded,Shallow well,2003,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-04,2010.0,2010.0
470916,-0.9209275,30.4226777,No,Non-Functional - poorist,0,1,0,NTUNGAMO,RUHAAMA,094-01183,UG,Not recorded,Shallow well,2003,Community Management,,"Ministry of Water and Environment, Uganda",2009-01-11,2009.0,2009.0
470512,-0.7748877,30.2753935,No,Non-Functional - WATER LEVEL LOWERED,0,0,1,NTUNGAMO,RUHAAMA,094-00672,UG,Not recorded,Protected spring,2003,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-03,2010.0,2010.0
470447,-0.780632,30.2703804,No,Non-Functional - DRIED UP,0,1,1,NTUNGAMO,RUHAAMA,094-00593,UG,Not recorded,Protected spring,1990,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-03,2010.0,2010.0
469881,-0.7811049,30.0620263,No,Non-Functional - LOW YIELD DUE CHANGE,0,1,0,NTUNGAMO,Kajara,094-00040,UG,Not recorded,Protected spring,2004,Community Management,,"Ministry of Water and Environment, Uganda",2010-01-05,2010.0,2010.0
450127,1.0510085,30.3113854,Yes,Functional - LACK MAINTENANCE,2,1,0,NTOROKO,NTOROKO,093-00323,UG,Not recorded,Shallow well,2001,Institutional Management,,"Ministry of Water and Environment, Uganda",2010-01-02,2010.0,2010.0
